PM2.5_µgm³,PM10_µgm³,NO_µgm³,NO2_µgm³,NOx_ppb,SO2_µgm³,CO_mgm³,Ozone_µgm³,AT_C,RH_percent,WS_ms,WD_deg,SR_Wmt2,BP_mmHg,AQI_Category
176.67958333333334,293.7270833333333,16.357499999999998,33.182916666666664,39.32458333333333,10.389583333333333,1.1779166666666667,15.869583333333333,11.34625,72.005,0.7108333333333333,174.55875,49.58375,974.8708333333334,Moderate
180.665,293.7525,20.056250000000002,35.415,44.37041666666667,11.555416666666666,1.1629166666666666,17.45,10.869583333333333,69.44458333333334,0.6775000000000001,169.5,62.59625,974.4916666666667,Moderate
191.46124999999998,306.0883333333333,25.389583333333334,38.74375,50.35916666666666,9.502083333333333,1.485,15.040833333333333,10.237083333333333,79.7825,0.655,167.39958333333334,46.275416666666665,974.4466666666667,Moderate
215.31041666666667,347.7395833333333,28.62291666666667,39.125416666666666,50.93833333333333,10.648333333333333,1.3195833333333333,11.795416666666668,10.414166666666667,80.74416666666667,0.7679166666666667,200.64499999999998,34.486666666666665,974.44375,Poor
159.1625,275.0425,24.269583333333333,39.63458333333333,46.04083333333333,11.21875,1.2708333333333333,14.331249999999999,11.354583333333332,81.83083333333333,0.6983333333333334,189.89166666666665,27.805833333333336,974.4362500000001,Moderate
170.67624999999998,280.50416666666666,21.6975,42.375416666666666,45.0075,10.91375,1.30125,16.859583333333333,10.835833333333333,75.7025,0.7729166666666667,175.18958333333333,46.4475,975.2800000000001,Moderate
167.29958333333335,279.1729166666667,21.62125,41.235,43.6025,10.498333333333333,1.3074999999999999,23.175833333333333,11.164583333333333,72.27583333333332,0.7075,188.73458333333335,67.05291666666666,975.5516666666667,Moderate
227.085,401.46958333333333,30.330833333333334,47.96791666666667,55.624583333333334,13.237916666666665,1.5395833333333335,15.706666666666665,10.30125,78.89291666666666,0.6320833333333333,181.8216666666667,44.67083333333334,975.6387500000001,Poor
131.59208333333333,227.13666666666666,18.57,37.29125,39.22375,9.530416666666666,1.1191666666666666,16.56833333333333,10.560416666666667,78.79958333333333,0.92875,193.655,33.599583333333335,971.5120833333334,Moderate
154.38791666666665,261.1166666666667,21.09,38.685,40.84291666666667,9.717916666666666,1.2383333333333333,17.831666666666667,9.818333333333333,76.03916666666667,1.1116666666666666,204.34541666666667,57.23791666666667,963.9258333333333,Moderate
189.01958333333334,314.60583333333335,22.885416666666668,45.85541666666666,45.67458333333334,10.6925,1.4479166666666667,24.482916666666668,10.379583333333334,74.00958333333334,0.8545833333333334,203.26250000000002,72.61874999999999,963.5208333333334,Moderate
181.81916666666666,284.2325,32.649166666666666,51.939166666666665,56.82541666666666,10.66625,1.4908333333333335,21.651666666666667,10.07625,75.24583333333334,0.7320833333333333,187.69333333333336,72.09208333333333,963.9391666666667,Moderate
360.5941666666667,529.04125,64.75583333333333,67.69166666666666,93.09750000000001,12.684583333333334,2.388333333333333,23.157916666666665,9.862916666666667,78.47125,0.5812499999999999,162.07416666666666,58.98374999999999,963.2729166666667,Very Poor
327.07958333333335,472.78749999999997,67.32791666666667,61.55416666666667,90.80041666666666,13.560833333333333,2.4316666666666666,23.71666666666667,9.9725,77.81875000000001,0.6475,178.8075,61.840833333333336,963.40625,Very Poor
185.64625,285.5004166666667,52.065,56.1875,75.27458333333333,12.921666666666667,1.73375,20.096666666666668,10.215,73.97041666666667,0.6766666666666667,187.6783333333333,76.52,963.34625,Moderate
241.68583333333333,354.43083333333334,51.07333333333333,56.201249999999995,75.02333333333333,10.350833333333334,1.88,18.67875,9.860416666666667,80.32375,0.9283333333333333,163.1654166666667,66.30375,962.0691666666667,Poor
